player,player_id,first_serve_pct,first_serve_win_pct,service_win_pct,second_serve_win_pct,first_return_win_pct,second_return_win_pct,rank,age,rank_change,cluster_rank,matches_played,cluster_age,climb_rate
Jerzy Janowicz,j397,0.5412721894158707,0.7010726533676384,0.6102522445857477,0.49695600898018216,0.3025235184162568,0.5396850247314133,121,27.0,152,225,22.0,0.037037037037037035,6.909090909090909
Yuki Bhambri,bf55,0.5979159637909692,0.7061734089658119,0.6172337983319172,0.48625635293788116,0.293882149199891,0.4572992846527568,122,25.0,246,224,17.0,0.04,14.470588235294118
Dustin Brown,ba65,0.6215815545627534,0.7420231066715812,0.6488225159965533,0.5070683285885065,0.2657940337966169,0.4935682883527711,123,32.0,-59,223,30.0,0.03125,-1.9666666666666666
Pedro Sousa,s483,0.6188881166509688,0.698683345690113,0.5998404410871083,0.43252760524499656,0.3217464523440867,0.36792693615662947,124,29.0,68,222,9.0,0.034482758620689655,7.555555555555555
Carlos Berlocq,b884,0.6589800239344563,0.6350091256014601,0.5963177759366658,0.5210227272727272,0.39348174470457076,0.584920634920635,125,34.0,-44,221,35.0,0.029411764705882353,-1.2571428571428571
Thiago Monteiro,mj08,0.5419542246075392,0.7602716140549948,0.6159158928234725,0.459510822950053,0.2735049267665867,0.5050088357269209,128,23.0,-42,219,44.0,0.043478260869565216,-0.9545454545454546
Quentin Halys,hb64,0.6103382333541969,0.747039485153467,0.626358288038365,0.43883496573799474,0.2672876252443197,0.4352193434436652,129,21.0,41,218,20.0,0.047619047619047616,2.05
Tim Smyczek,sf62,0.5543473634376772,0.7609459525160168,0.6465949881370971,0.5084088946293253,0.25041751481920027,0.42943851399344246,130,29.0,22,216,35.0,0.034482758620689655,0.6285714285714286
Sebastian Ofner,o513,0.6842159505485033,0.6258119664431754,0.5806085924795373,0.47741755028525373,0.314909689877795,0.46908148630346336,132,21.0,160,214,13.0,0.047619047619047616,12.307692307692308
Stefano Travaglia,ta12,0.5939500965210747,0.6702851571069031,0.5868075965412675,0.467987078821318,0.2973430106323059,0.5269494195175481,133,25.0,194,213,10.0,0.04,19.4
Norbert Gombos,gb93,0.5778667804829232,0.753106042723211,0.640573734562726,0.48987489837905285,0.302901771094718,0.4995411461253332,134,27.0,2,212,29.0,0.037037037037037035,0.06896551724137931
Daniel Evans,e687,0.5943728605987435,0.6784511720190762,0.6435753378011735,0.6025060543018903,0.33744467979565096,0.5449685203821211,135,27.0,-90,211,21.0,0.037037037037037035,-4.285714285714286
Yoshihito Nishioka,n732,0.5483827841377857,0.6721393117201185,0.6126870539527497,0.5372942438445045,0.29987562021602393,0.44041507791507795,136,22.0,-51,210,22.0,0.045454545454545456,-2.3181818181818183
Stefan Kozlov,ke64,0.6177039828325237,0.7177236483912793,0.638802324713325,0.5121643772458573,0.29128840633673847,0.5105892896929332,137,19.0,-15,209,25.0,0.05263157894736842,-0.6
Ramkumar Ramanathan,rb56,0.5869005546248087,0.755232561694426,0.6573234653010218,0.5241364524533217,0.2412875225939079,0.4281164487686227,139,23.0,137,206,16.0,0.043478260869565216,8.5625
Peter Polansky,pb22,0.6283823720368935,0.70628483083935,0.6263579664607476,0.49098425028239434,0.2751184113732105,0.5138161160046444,140,29.0,-12,205,25.0,0.034482758620689655,-0.48
Ricardas Berankis,be90,0.5928491301885201,0.7251524920096455,0.6348572877235559,0.5061742224711114,0.2896012118404583,0.48500296838255186,141,27.0,-39,204,13.0,0.037037037037037035,-3.0
Casper Ruud,rh16,0.5738375964068464,0.7391341102529485,0.633509422206906,0.4862992740443385,0.2913894827898861,0.3588393703505308,142,18.0,75,203,23.0,0.05555555555555555,3.260869565217391
Bernard Tomic,ta46,0.6729758728719908,0.6928951305739743,0.6343960254015861,0.5058328228282372,0.31217713609371206,0.49988489263799785,143,25.0,-111,202,32.0,0.04,-3.46875
Martin Klizan,k966,0.5884932654743722,0.6937330311055451,0.6235075168416311,0.5250025147225995,0.31551619309141626,0.4892290133234955,144,28.0,-108,201,27.0,0.03571428571428571,-4.0
Akira Santillan,sq80,0.6350984750107528,0.6816285596950782,0.6144365126636352,0.4941181639415335,0.3085181250227017,0.5372947790227202,145,20.0,62,200,16.0,0.05,3.875
Renzo Olivo,o376,0.6065124523549117,0.5811703261174914,0.5260696956566794,0.44055799220272907,0.3333747771320828,0.45208494164139323,146,25.0,-58,199,33.0,0.04,-1.7575757575757576
Elias Ymer,y218,0.5964208156516315,0.7012586968750151,0.5980771386549982,0.4340755788879471,0.2730710904425807,0.44090111305784685,147,21.0,9,197,19.0,0.047619047619047616,0.47368421052631576
Yannick Maden,mh16,0.7498056670439257,0.4419588353397571,0.44804182403894444,0.7924289248008716,0.17124105233678036,0.27463177825354923,148,28.0,106,196,9.0,0.03571428571428571,11.777777777777779
Mirza Basic,be67,0.6141221867951032,0.688356789409421,0.6584153942174695,0.6121762009919904,0.35891077665552096,0.39629065515094924,149,26.0,63,195,16.0,0.038461538461538464,3.9375
Nicolas Almagro,a479,0.6063433859662251,0.7050964830376595,0.6330058477031462,0.5200892857142857,0.22055965055965054,0.47257495590828924,150,32.0,-104,192,24.0,0.03125,-4.333333333333333
Tommy Paul,pl56,0.616245637306787,0.6728567802812397,0.619443990281836,0.5451653550116008,0.28442143505522255,0.47165070346458554,151,20.0,167,191,13.0,0.05,12.846153846153847
Alessandro Giannessi,g983,0.6000956173369967,0.6512077294685991,0.5842648963338618,0.4874675324675324,0.30021929824561405,0.4979159129677249,154,27.0,-30,188,29.0,0.037037037037037035,-1.0344827586206897
Gleb Sakharov,sj22,0.6155797101449276,0.6511904761904761,0.6549818840579711,0.6571428571428571,0.2803705440900563,0.500354609929078,156,29.0,131,186,9.0,0.034482758620689655,14.555555555555555
Tommy Robredo,r419,0.653115462750028,0.6000519032413287,0.565598513731207,0.5113878146752452,0.2924426124634454,0.5069082239445143,157,35.0,393,185,19.0,0.02857142857142857,20.68421052631579
Andrej Martin,mf35,0.5705453975715457,0.7141618000904547,0.6276189285495157,0.5147259275251994,0.29480478705084057,0.48918259185534907,160,28.0,-25,182,7.0,0.03571428571428571,-3.5714285714285716
Mathias Bourgue,bk19,0.5839160252844711,0.7829087619026147,0.6693071503410855,0.5164333903660698,0.26062658382344994,0.5034077503543534,161,23.0,12,181,14.0,0.043478260869565216,0.8571428571428571
Jozef Kovalik,kc04,0.5417408769957712,0.7620205529020119,0.6585156960928871,0.5388753357820295,0.25352316602316605,0.4501159084323385,163,25.0,-48,179,27.0,0.04,-1.7777777777777777
Tatsuma Ito,i230,0.692716243378263,0.727809702435138,0.6675266832522964,0.527739702324617,0.2623134985531278,0.505505718873938,164,29.0,20,178,13.0,0.034482758620689655,1.5384615384615385
John Millman,mh30,0.6055831492767507,0.7276569953379382,0.6221062870224392,0.45658507506267076,0.25193506176690095,0.4659743211095083,165,28.0,-59,177,8.0,0.03571428571428571,-7.375
Go Soeda,sc47,0.6424742710120068,0.7059620596205962,0.6238207547169812,0.5242248062015504,0.34084880636604775,0.541871921182266,166,33.0,-28,176,10.0,0.030303030303030304,-2.8
Attila Balazs,bd80,0.5727847870348893,0.7195271481550383,0.6493582419910578,0.5566333658594054,0.2570201971987686,0.5563778360358413,167,28.0,117,175,8.0,0.03571428571428571,14.625
Liam Broady,bi23,0.6950481202981631,0.6903946529096168,0.638055742878508,0.5318276664686421,0.3211023085339269,0.4794975604154377,169,23.0,131,173,12.0,0.043478260869565216,10.916666666666666
Uladzimir Ignatik,i236,0.6107787854771758,0.6749242530024937,0.5870509623992908,0.4494726627116329,0.23060924677746591,0.5124492941498916,171,27.0,-21,172,9.0,0.037037037037037035,-2.3333333333333335
Luca Vanni,v495,0.5645831035090728,0.6748384264246443,0.5836232688397609,0.4543634084075261,0.2885377667159839,0.5031762097551571,172,32.0,-23,171,14.0,0.03125,-1.6428571428571428
Simone Bolelli,ba98,0.581246115790299,0.5361860481941993,0.5282040156171108,0.5019874543895978,0.30392397088779644,0.4438265585839599,173,32.0,488,169,21.0,0.03125,23.238095238095237
Aldin Setkic,sf41,0.6682904848276592,0.687761317597678,0.615502186452421,0.47767801160758777,0.31238700635275063,0.4348442467042919,174,29.0,74,168,8.0,0.034482758620689655,9.25
Darian King,kc86,0.6907796770521888,0.6112121776703294,0.563314674430861,0.45564530750108917,0.2904440509588014,0.5133791566511348,175,25.0,-33,167,22.0,0.04,-1.5
Denis Kudla,kb09,0.5607981173238525,0.7012968239803413,0.6089967236894758,0.4958858543417367,0.4033783768191393,0.5653842266957717,176,25.0,-42,166,18.0,0.04,-2.3333333333333335
Michael Mmoh,mp01,0.5744396728179035,0.7695612499375415,0.6420110700865209,0.4711081697746355,0.31832873025248226,0.44255013580054736,177,19.0,16,165,9.0,0.05263157894736842,1.7777777777777777
Marcel Granollers,g710,0.61212592967536,0.7051156096616298,0.6323165178205659,0.5162259344019053,0.27997699225662875,0.4849016175718648,179,31.0,-140,163,25.0,0.03225806451612903,-5.6
Marcelo Arevalo,a853,0.6628565045551841,0.6076389485164964,0.5567614717349713,0.46050930935660495,0.38929177275574334,0.4439176109350456,180,27.0,1,162,7.0,0.037037037037037035,0.14285714285714285
Facundo Bagnis,bf23,0.6198143772732665,0.6796343537414966,0.6032580855514523,0.5094800569800569,0.34385332552231246,0.5811658506731946,185,27.0,-106,157,18.0,0.037037037037037035,-5.888888888888889
Alexey Vatutin,v717,0.6234302657207098,0.7133040089754112,0.617540691367338,0.46229152690830905,0.26558648828494846,0.48945409156321357,186,25.0,108,156,8.0,0.04,13.5
Mitchell Krueger,kc12,0.6088750283794206,0.6778727432560713,0.6115546439525537,0.5204441026809448,0.2383454787886479,0.4232039141414141,188,23.0,26,154,14.0,0.043478260869565216,1.8571428571428572
Jurgen Melzer,m762,0.6023807474532243,0.7103982159620206,0.6216489039226369,0.4934645534055709,0.3104452807043595,0.5180187673601788,189,36.0,69,153,8.0,0.027777777777777776,8.625
Vincent Millot,me31,0.6464860272870783,0.6842985099015304,0.6084276757861813,0.47981001580449334,0.2963998505763775,0.45945865789140194,191,31.0,-51,151,29.0,0.03225806451612903,-1.7586206896551724
Alex Bolt,bi81,0.5971688786164211,0.6800471444380276,0.6095433763543745,0.5089677728256932,0.271574373123819,0.4725110916370808,192,24.0,335,150,8.0,0.041666666666666664,41.875
Guido Andreozzi,a887,0.697202238527233,0.6844557721343058,0.6421035857304351,0.5471624190515176,0.27206561728521084,0.4838240432359459,195,26.0,-76,149,13.0,0.038461538461538464,-5.846153846153846
Illya Marchenko,me89,0.6228321883532555,0.685200497900779,0.6037352753131761,0.47799019683408084,0.30052817727371084,0.5440826053736451,199,30.0,-106,146,18.0,0.03333333333333333,-5.888888888888889
Ernests Gulbis,g858,0.6304592885472833,0.6702871416626704,0.5968390290970691,0.4972444321906687,0.26079598360086165,0.5400327133264444,201,29.0,-48,144,24.0,0.034482758620689655,-2.0
Noah Rubin,rc96,0.5601848602095434,0.663960548908829,0.6114514671574076,0.5521885521885522,0.31977187332259793,0.5602575683876497,203,21.0,-1,142,9.0,0.047619047619047616,-0.1111111111111111
Adam Pavlasek,pg32,0.5842516916629255,0.7279808449272733,0.6476596221203942,0.5344428834959095,0.2774155723283265,0.4673469692761274,204,23.0,-121,141,7.0,0.043478260869565216,-17.285714285714285
Lukas Rosol,r685,0.5757823328372957,0.8251086703680259,0.7554354073267924,0.6502190342946154,0.3390978151110148,0.47588607918238157,205,32.0,-61,140,20.0,0.03125,-3.05
Salvatore Caruso,ce25,0.6481870272374313,0.6811785029341417,0.6181760148930324,0.5156495708994311,0.28173819216322976,0.5178646954764698,206,24.0,41,139,7.0,0.041666666666666664,5.857142857142857
Thanasi Kokkinakis,kd46,0.6147709762734255,0.6805949025914941,0.6348959388969793,0.5404040404040404,0.32675222787163083,0.42814213808128615,211,21.0,0,135,13.0,0.047619047619047616,0.0
Stefano Napolitano,n679,0.5857830674290951,0.7053584028308293,0.6234264990173164,0.5222232184373878,0.2891846650045442,0.4482656691954291,213,22.0,-41,133,16.0,0.045454545454545456,-2.5625
Bradley Klahn,ka98,0.64096072852185,0.759451426477844,0.6839737748585994,0.5472300872064598,0.2722940032610623,0.4604456452716743,214,27.0,553,132,7.0,0.037037037037037035,79.0
Duckhee Lee,le01,0.5722289281747313,0.7578173491456943,0.6547863175812985,0.532409248023689,0.26909842481233953,0.5035871867014944,216,19.0,-77,130,7.0,0.05263157894736842,-11.0
Mohamed Safwat,sk47,0.6131067092959193,0.7192300144785196,0.6455008832268029,0.535875814000814,0.2604059839611146,0.29684266968674633,218,27.0,-18,129,15.0,0.037037037037037035,-1.2
Marco Trungelliti,ta29,0.6244047619047619,0.5553268142048379,0.48690476190476195,0.38969521044992744,0.27849336455893836,0.6151515151515151,220,27.0,-56,126,18.0,0.037037037037037035,-3.111111111111111
Yasutaka Uchiyama,u134,0.5506596780244793,0.6623120867651828,0.5997897695824013,0.523109160353784,0.28295691659562194,0.569854797979798,221,25.0,9,125,10.0,0.04,0.9
Guilherme Clezar,cc32,0.6422512945726853,0.6201833627105366,0.5208860091200562,0.35337301587301584,0.3409872721018232,0.47824074074074074,222,24.0,59,124,8.0,0.041666666666666664,7.375
Santiago Giraldo,g725,0.6051161726601864,0.7528623188405797,0.62331650066772,0.4524305555555556,0.3973808681122363,0.5055821371610845,224,29.0,-121,122,30.0,0.034482758620689655,-4.033333333333333
Reilly Opelka,o522,0.6090430809618472,0.7692653421346907,0.6654843569030051,0.5099087730566947,0.27528445627934894,0.47518181804671933,226,20.0,-39,120,24.0,0.05,-1.625
Dennis Novikov,n674,0.5788660234519056,0.7285300429332402,0.6175444495375069,0.4708448123095678,0.2608009276194697,0.4886097572752668,230,24.0,-51,117,18.0,0.041666666666666664,-2.8333333333333335
Stephane Robert,r612,0.5681055639968682,0.6515779135524462,0.5806770383826549,0.4927448487904187,0.291376081383653,0.48831119556004116,231,37.0,-169,116,16.0,0.02702702702702703,-10.5625
Tobias Kamke,k839,0.5411010688622836,0.6986250877530003,0.5971965214830711,0.4651227208739415,0.29536098863579363,0.4793261638686021,233,31.0,-107,115,22.0,0.03225806451612903,-4.863636363636363
Teymuraz Gabashvili,g681,0.5830090426519727,0.653497739339278,0.591548388432173,0.5155989911925605,0.29765103444726315,0.5446074452470958,236,32.0,-75,113,17.0,0.03125,-4.411764705882353
Christian Harrison,hb05,0.6321404121933525,0.6409365052314151,0.5898602978534957,0.5099048461117427,0.3943034829749946,0.5388565703669655,240,23.0,234,111,7.0,0.043478260869565216,33.42857142857143
Daniel Altmaier,ae14,0.5342582546139563,0.7198388987223269,0.6109454655815638,0.4872144657495646,0.27790572044064776,0.39275066764828537,242,19.0,92,109,11.0,0.05263157894736842,8.363636363636363
Di Wu,w571,0.6426959377552401,0.6707766270150918,0.5893495792082841,0.44508494737168885,0.1762818850875866,0.4672115791318328,243,26.0,-45,108,9.0,0.038461538461538464,-5.0
Sam Groth,g940,0.6067538492948007,0.6407858992012311,0.5605357860117828,0.4395916086116629,0.28503836394481274,0.4479568864426299,245,30.0,-63,107,12.0,0.03333333333333333,-5.25
Tommy Haas,h355,0.6460102359740219,0.7280045261685619,0.6354209395604689,0.46752724614566715,0.3090077706870259,0.4742070178244622,248,39.0,780,105,20.0,0.02564102564102564,39.0
Federico Gaio,gb53,0.6355467212986945,0.6974662769263796,0.635462540825054,0.5314770296891373,0.28091089239517075,0.4776955547601538,250,25.0,-72,104,16.0,0.04,-4.5
Joao Souza,sg64,0.6055719868592598,0.7713820542155916,0.6551589990835044,0.4761099475179354,0.29540387426900583,0.5356480281425482,251,29.0,-126,103,11.0,0.034482758620689655,-11.454545454545455
Lorenzo Giustino,ga79,0.7035336270423589,0.7158506102632693,0.6549229132513691,0.5157905740833697,0.22895270045750252,0.5006382711509008,254,26.0,-34,101,7.0,0.038461538461538464,-4.857142857142857
Matteo Donati,da67,0.5906793190147912,0.7523240602186487,0.6578511143524708,0.5249846196284661,0.2424964729925565,0.5046966377386363,261,22.0,-45,99,7.0,0.045454545454545456,-6.428571428571429
Kimmer Coppejans,cg33,0.5936580358156988,0.6536931628552739,0.6420851022605577,0.6174540725262287,0.26858438940092166,0.5631410256410256,262,23.0,-76,98,9.0,0.043478260869565216,-8.444444444444445
Lloyd Harris,hg86,0.5955263236238799,0.6970876443437879,0.6145243825375746,0.5024867746860485,0.25023164684550325,0.49717500991133845,267,20.0,21,95,8.0,0.05,2.625
Konstantin Kravchuk,k776,0.7067307692307692,0.6357723577235772,0.5857371794871795,0.38636363636363635,0.20416666666666666,0.381578947368421,268,32.0,-181,94,16.0,0.03125,-11.3125
Brydan Klein,k964,0.6284941183604171,0.6246726080613124,0.6136384307543051,0.6001377965987766,0.2796875,0.42097186700767264,282,27.0,1,85,14.0,0.037037037037037035,0.07142857142857142
Andrew Whittington,w630,0.5997719352140652,0.6421776703147909,0.5970935063069738,0.5402945906327572,0.31646697442693394,0.541303262247982,290,24.0,-121,83,15.0,0.041666666666666664,-8.066666666666666
Yannick Mertens,mg08,0.5731241801799014,0.7163657906675165,0.6140746743728898,0.4755686424750978,0.2870995319123134,0.5102250946686466,296,30.0,-50,81,8.0,0.03333333333333333,-6.25
Steven Diez,d916,0.5479360442094895,0.8180645352121261,0.6750178615302007,0.5038191955774712,0.2854837860694367,0.4759245398070109,297,26.0,-132,80,16.0,0.038461538461538464,-8.25
Franko Skugor,sf76,0.5756435470747212,0.7262310573255285,0.6211536074210184,0.4847853243533509,0.26268481226956963,0.42302716570546806,307,30.0,-84,74,17.0,0.03333333333333333,-4.9411764705882355
Tristan Lamasine,lc11,0.6155319453203277,0.6655604766831771,0.5836299996858814,0.4482737858328302,0.37996812150335463,0.5813008125425316,308,24.0,-98,73,8.0,0.041666666666666664,-12.25
Daniel Brands,bc72,0.6865222675951792,0.7541358731521143,0.6996839834758167,0.5795321773052446,0.23276072278186677,0.5426375249478437,311,30.0,-105,72,19.0,0.03333333333333333,-5.526315789473684
Marc Polmans,pg94,0.5771269163448043,0.6920229698675531,0.6049819041535316,0.47883630703053004,0.3251433495214922,0.5088155417559442,322,20.0,-98,67,11.0,0.05,-8.909090909090908
Daniel Masur,mn20,0.6298127503933499,0.6650336550509204,0.6084949152215785,0.5349036535347843,0.3349642574166593,0.5574621946533537,325,23.0,-104,65,14.0,0.043478260869565216,-7.428571428571429
Ivan Dodig,d646,0.639000919391133,0.7459965826586454,0.6538091408153255,0.4912271172860768,0.2529120352477992,0.5179260705944092,328,32.0,-170,63,17.0,0.03125,-10.0
Zhizhen Zhang,z371,0.6200617473163517,0.6784140106449512,0.6192178530967181,0.517528427531011,0.2864665705289315,0.5779184202984815,335,21.0,505,60,7.0,0.047619047619047616,72.14285714285714
Riccardo Bellotti,bh76,0.5715486452273164,0.6069600681803602,0.5909426084779817,0.5673437562617772,0.2872427390646163,0.5223061989885236,336,26.0,-109,59,7.0,0.038461538461538464,-15.571428571428571
Christopher Eubanks,e865,0.614038423573043,0.7370741431093766,0.6321326928948459,0.46730752840817,0.3192684898642585,0.4210865659493822,339,21.0,306,58,8.0,0.047619047619047616,38.25
Miljan Zekic,z246,0.6361332125305439,0.5402190860395195,0.47395174409027263,0.3704653654034227,0.3272957319285067,0.41743121386485627,342,29.0,-133,56,15.0,0.034482758620689655,-8.866666666666667
Jan Satral,sk67,0.5950856095013498,0.6510913271409084,0.6142859713819484,0.5510219507901217,0.27036772150344396,0.5456675919434826,343,27.0,-186,55,9.0,0.037037037037037035,-20.666666666666668
Rajeev Ram,r548,0.5485179942597582,0.6896126314146842,0.5994484426491824,0.49064277609373963,0.2696616477713343,0.4350188050018271,345,33.0,-208,54,15.0,0.030303030303030304,-13.866666666666667
Radek Stepanek,s694,0.6768290804146345,0.6637289772638759,0.6044264162269226,0.4800458641554781,0.2718808754179753,0.5384276392000915,346,38.0,-242,53,10.0,0.02631578947368421,-24.2
Hiroki Moriya,mi01,0.6446776611694153,0.6941391941391941,0.5997001499250375,0.44375,0.43939393939393934,0.5423076923076923,350,27.0,-174,51,9.0,0.037037037037037035,-19.333333333333332
Frank Dancevic,d499,0.6433445604444292,0.6679541358982394,0.6191049187022519,0.5364720625092142,0.3635494223363286,0.48857029818424125,361,33.0,-119,49,7.0,0.030303030303030304,-17.0
Alexander Ward,w579,0.6302443327551378,0.6223424078207718,0.5839615606169977,0.5209298464776344,0.2578152459403417,0.48052113149375075,371,27.0,28,45,7.0,0.037037037037037035,4.0
Maximo Gonzalez,g585,0.6365898576881587,0.6906582181451243,0.6245088581860427,0.5087997772208298,0.2786536444377846,0.5534823653440675,389,34.0,-241,43,14.0,0.029411764705882353,-17.214285714285715
Marco Chiudinelli,c582,0.5956003375279167,0.7049604384492867,0.6047961134434723,0.45744963139023287,0.32697571869404995,0.5102768000906779,402,36.0,-256,41,14.0,0.027777777777777776,-18.285714285714285
Jonathan Eysseric,e678,0.6098856065385958,0.7707872420789625,0.6747145927837255,0.5238202488202488,0.24225930803309192,0.45238885763516923,478,27.0,-234,30,12.0,0.037037037037037035,-19.5
Benjamin Becker,b896,0.5059032123436371,0.7130485690177122,0.649743492911971,0.5679106256047757,0.3309774773980601,0.5621545164368867,516,36.0,-393,25,18.0,0.027777777777777776,-21.833333333333332
